date,politician,channel_type,mentions
2025-10-31,Маркус Валерій,other,1
2025-10-31,Бровді Роберт,other,5
2025-10-31,Порошенко Петро,other,15
2025-10-31,Арестович Олексій,other,3
2025-10-31,Лаченков Ігор,other,3
2025-10-31,Притула Сергій,other,7
2025-10-31,Безугла Мар'яна,other,1
2025-10-31,Стерненко Сергій,other,3
2025-10-31,Железняк Ярослав,other,5
2025-10-31,Кривонос Сергій,other,1
2025-10-31,Терехов Ігор,other,3
2025-10-31,Карась Євген,other,1
2025-10-31,Луценко Юрій,other,1
2025-10-31,Залужний Валерій,other,3
2025-10-31,Береза Борислав,other,1
2025-10-31,Федоров Михайло,other,1
2025-10-31,Ляшко Олег,other,2
2025-10-31,Стефанчук Руслан,other,1
2025-10-31,Білецький Андрій,other,1
2025-10-31,Вілкул Олександр,other,3
2025-10-31,Портніков Віталій,other,4
2025-10-31,Чмут Тарас,other,1
2025-10-31,Кротевич Богдан,other,1
2025-11-01,Зеленський Володимир,voenkor,29
2025-11-01,Буданов Кирило,voenkor,33
2025-11-01,Зеленський Володимир,other,412
2025-11-01,Залужний Валерій,other,12
2025-11-01,Умеров Рустем,state media,1
2025-11-01,Буданов Кирило,other,233
2025-11-01,Зеленський Володимир,state media,11
2025-11-01,Гетманцев Данило,other,7
2025-11-01,Тимошенко Юлія,other,6
2025-11-01,Берлінська Марія,voenkor,1
2025-11-01,Кривонос Сергій,voenkor,1
2025-11-01,Залужний Валерій,voenkor,2
2025-11-01,Зеленський Володимир,RU gov official,1
2025-11-01,Порошенко Петро,other,5
2025-11-01,Кім Віталій,other,12
2025-11-01,Свириденко Юлія,other,51
2025-11-01,Притула Сергій,other,14
2025-11-01,Порошенко Петро,state media,1
2025-11-01,Буданов Кирило,state media,1
2025-11-01,Арестович Олексій,other,6
2025-11-01,Кличко Віталій,voenkor,1
2025-11-01,Берлінська Марія,other,11
2025-11-01,Малюк Василь,other,6
2025-11-01,Порошенко Петро,voenkor,1
2025-11-01,Умеров Рустем,other,10
2025-11-01,Кулеба Дмитро,other,5
2025-11-01,Свириденко Юлія,state media,3
2025-11-01,Подоляк Михайло,other,2
2025-11-01,Федоров Михайло,other,1
2025-11-01,Бровді Роберт,other,19
2025-11-01,Гордон Дмитро,other,2
2025-11-01,Маркус Валерій,other,5
2025-11-01,Портніков Віталій,other,4
2025-11-01,Подоляк Михайло,voenkor,1
2025-11-01,Усик Олександр,voenkor,1
2025-11-01,Кличко Віталій,other,7
2025-11-01,Терехов Ігор,other,5
2025-11-01,Стефанчук Руслан,other,3
2025-11-01,Усик Олександр,other,10
2025-11-01,Береза Борислав,other,2
2025-11-01,Безугла Мар'яна,other,1
2025-11-01,Лаченков Ігор,other,1
2025-11-01,Стерненко Сергій,other,2
2025-11-01,Ляшко Олег,other,1
2025-11-01,Железняк Ярослав,other,2
2025-11-01,Луценко Юрій,other,1
2025-11-01,Кривонос Сергій,other,1
2025-11-01,Білецький Андрій,other,1
2025-11-01,Разумков Дмитро,other,2
2025-11-01,Вілкул Олександр,other,3
2025-11-01,Верещук Ірина,other,1
2025-11-02,Зеленський Володимир,other,358
2025-11-02,Зеленський Володимир,state media,5
2025-11-02,Берлінська Марія,state media,1
2025-11-02,Умеров Рустем,state media,1
2025-11-02,Свириденко Юлія,other,15
2025-11-02,Кличко Віталій,other,4
2025-11-02,Тимошенко Юлія,other,7
2025-11-02,Зеленський Володимир,voenkor,17
2025-11-02,Буданов Кирило,voenkor,9
2025-11-02,Бутусов Юрій,voenkor,3
2025-11-02,Усик Олександр,voenkor,2
2025-11-02,Буданов Кирило,other,10
2025-11-02,Залужний Валерій,other,18
2025-11-02,Железняк Ярослав,other,4
2025-11-02,Бутусов Юрій,state media,1
2025-11-02,Бровді Роберт,other,21
2025-11-02,Усик Олександр,state media,1
2025-11-02,Буданов Кирило,state media,2
2025-11-02,Усик Олександр,other,9
2025-11-02,Бутусов Юрій,other,9
2025-11-02,Притула Сергій,other,25
2025-11-02,Терехов Ігор,other,33
2025-11-02,Кривонос Сергій,other,4
2025-11-02,Карась Євген,other,3
2025-11-02,Умеров Рустем,other,6
2025-11-02,Берлінська Марія,other,2
2025-11-02,Портніков Віталій,other,4
2025-11-02,Свириденко Юлія,state media,1
2025-11-02,Подоляк Михайло,voenkor,2
2025-11-02,Стефанчук Руслан,other,1
2025-11-02,Маркус Валерій,other,1
2025-11-02,Разумков Дмитро,other,8
2025-11-02,Подоляк Михайло,other,2
2025-11-02,Федоров Михайло,other,3
2025-11-02,Кулеба Дмитро,other,4
2025-11-02,Порошенко Петро,other,1
2025-11-02,Малюк Василь,other,4
2025-11-02,Береза Борислав,other,2
2025-11-02,Луценко Юрій,other,1
2025-11-02,Арестович Олексій,other,2
2025-11-02,Арахамія Давид,other,1
2025-11-02,Білецький Андрій,other,2
2025-11-02,Вілкул Олександр,other,2
2025-11-02,Гетманцев Данило,other,1
2025-11-03,Безугла Мар'яна,other,16
2025-11-03,Безугла Мар'яна,voenkor,2
2025-11-03,Кличко Віталій,voenkor,1
2025-11-03,Зеленський Володимир,other,708
2025-11-03,Зеленський Володимир,voenkor,22
2025-11-03,Залужний Валерій,other,10
2025-11-03,Буданов Кирило,other,10
2025-11-03,Бутусов Юрій,other,6
2025-11-03,Малюк Василь,other,28
2025-11-03,Порошенко Петро,other,6
2025-11-03,Свириденко Юлія,other,3
2025-11-03,Кротевич Богдан,other,6
2025-11-03,Усик Олександр,other,7
2025-11-03,Стерненко Сергій,other,16
2025-11-03,Зеленський Володимир,state media,5
2025-11-03,Берлінська Марія,other,7
2025-11-03,Терехов Ігор,other,9
2025-11-03,Берлінська Марія,voenkor,2
2025-11-03,Подоляк Михайло,other,2
2025-11-03,Буданов Кирило,voenkor,3
2025-11-03,Бровді Роберт,other,2
2025-11-03,Бровді Роберт,voenkor,2
2025-11-03,Умеров Рустем,other,5
2025-11-03,Подоляк Михайло,voenkor,1
2025-11-03,Маркус Валерій,voenkor,1
2025-11-03,Стефанчук Руслан,other,2
2025-11-03,Кличко Віталій,other,1
2025-11-03,Железняк Ярослав,other,2
2025-11-03,Маркус Валерій,other,14
2025-11-03,Арестович Олексій,other,3
2025-11-03,Лаченков Ігор,other,1
2025-11-03,Федоров Михайло,other,1
2025-11-03,Гетманцев Данило,other,4
2025-11-03,Притула Сергій,other,6
2025-11-03,Береза Борислав,other,2
2025-11-03,Кривонос Сергій,other,1
2025-11-03,Разумков Дмитро,other,1
2025-11-03,Кулеба Дмитро,other,1
2025-11-03,Вілкул Олександр,other,3
2025-11-03,Портніков Віталій,other,3
2025-11-04,Подоляк Михайло,voenkor,1
2025-11-04,Зеленський Володимир,voenkor,13
2025-11-04,Зеленський Володимир,other,523
2025-11-04,Гетманцев Данило,other,9
2025-11-04,Безугла Мар'яна,other,41
2025-11-04,Разумков Дмитро,other,5
2025-11-04,Свириденко Юлія,other,27
2025-11-04,Кличко Віталій,other,21
2025-11-04,Залужний Валерій,other,5
2025-11-04,Берлінська Марія,other,2
2025-11-04,Буданов Кирило,other,21
2025-11-04,Зеленський Володимир,state media,5
2025-11-04,Буданов Кирило,state media,1
2025-11-04,Подоляк Михайло,state media,1
2025-11-04,Терехов Ігор,other,6
2025-11-04,Кулеба Дмитро,other,2
2025-11-04,Буданов Кирило,voenkor,1
2025-11-04,Бровді Роберт,other,4
2025-11-04,Порошенко Петро,other,12
2025-11-04,Умеров Рустем,other,2
2025-11-04,Арестович Олексій,other,8
2025-11-04,Кривонос Сергій,other,1
2025-11-04,Гордон Дмитро,other,2
2025-11-04,Подоляк Михайло,other,2
2025-11-04,Малюк Василь,other,13
2025-11-04,Арахамія Давид,other,2
2025-11-04,Усик Олександр,other,9
2025-11-04,Маркус Валерій,other,3
2025-11-04,Береза Борислав,other,4
2025-11-04,Притула Сергій,other,24
2025-11-04,Ляшко Олег,other,1
2025-11-04,Кротевич Богдан,other,4
2025-11-04,Стефанчук Руслан,other,4
2025-11-04,Бутусов Юрій,other,1
2025-11-04,Тимошенко Юлія,other,1
2025-11-04,Железняк Ярослав,other,3
2025-11-04,Стерненко Сергій,other,2
2025-11-04,Вілкул Олександр,other,2
2025-11-04,Портніков Віталій,other,3
2025-11-05,Зеленський Володимир,voenkor,35
2025-11-05,Зеленський Володимир,other,349
2025-11-05,Притула Сергій,other,86
2025-11-05,Малюк Василь,other,142
2025-11-05,Порошенко Петро,other,17
2025-11-05,Зеленський Володимир,state media,13
2025-11-05,Кличко Віталій,other,20
2025-11-05,Железняк Ярослав,voenkor,2
2025-11-05,Порошенко Петро,voenkor,4
2025-11-05,Свириденко Юлія,other,48
2025-11-05,Залужний Валерій,other,14
2025-11-05,Зеленський Володимир,RU gov official,2
2025-11-05,Берлінська Марія,other,1
2025-11-05,Арестович Олексій,other,2
2025-11-05,Кім Віталій,other,4
2025-11-05,Умеров Рустем,other,9
2025-11-05,Железняк Ярослав,other,20
2025-11-05,Разумков Дмитро,other,3
2025-11-05,Маркус Валерій,other,4
2025-11-05,Кулеба Дмитро,other,6
2025-11-05,Бровді Роберт,state media,1
2025-11-05,Гордон Дмитро,state media,1
2025-11-05,Буданов Кирило,state media,1
2025-11-05,Портніков Віталій,other,5
2025-11-05,Буданов Кирило,other,6
2025-11-05,Безугла Мар'яна,other,9
2025-11-05,Бутусов Юрій,other,1
2025-11-05,Бровді Роберт,voenkor,3
2025-11-05,Стефанчук Руслан,other,10
2025-11-05,Берлінська Марія,voenkor,1
2025-11-05,Терехов Ігор,other,5
2025-11-05,Буданов Кирило,voenkor,1
2025-11-05,Подоляк Михайло,voenkor,2
2025-11-05,Умеров Рустем,voenkor,1
2025-11-05,Кривонос Сергій,other,5
2025-11-05,Кривонос Сергій,voenkor,1
2025-11-05,Усик Олександр,other,8
2025-11-05,Мураєв Євген,other,2
2025-11-05,Лаченков Ігор,other,1
2025-11-05,Береза Борислав,other,2
2025-11-05,Луценко Юрій,other,1
2025-11-05,Бровді Роберт,other,1
2025-11-05,Вілкул Олександр,other,3
2025-11-05,Гетманцев Данило,other,1
2025-11-05,Стерненко Сергій,other,1
2025-11-06,Зеленський Володимир,other,311
2025-11-06,Свириденко Юлія,other,69
2025-11-06,Зеленський Володимир,voenkor,28
2025-11-06,Безугла Мар'яна,voenkor,4
2025-11-06,Безугла Мар'яна,other,65
2025-11-06,Гетманцев Данило,other,10
2025-11-06,Железняк Ярослав,other,55
2025-11-06,Порошенко Петро,other,23
2025-11-06,Залужний Валерій,other,3
2025-11-06,Маркус Валерій,other,12
2025-11-06,Бровді Роберт,other,30
2025-11-06,Терехов Ігор,other,11
2025-11-06,Кличко Віталій,other,18
2025-11-06,Тимошенко Юлія,other,3
2025-11-06,Притула Сергій,other,26
2025-11-06,Буданов Кирило,other,14
2025-11-06,Зеленський Володимир,state media,3
2025-11-06,Усик Олександр,other,11
2025-11-06,Безугла Мар'яна,state media,1
2025-11-06,Яценюк Арсеній,voenkor,2
2025-11-06,Маркус Валерій,state media,1
2025-11-06,Гордон Дмитро,state media,1
2025-11-06,Малюк Василь,other,23
2025-11-06,Умеров Рустем,other,7
2025-11-06,Берлінська Марія,other,4
2025-11-06,Арестович Олексій,other,3
2025-11-06,Порошенко Петро,voenkor,1
2025-11-06,Бутусов Юрій,other,1
2025-11-06,Стерненко Сергій,other,4
2025-11-06,Портніков Віталій,other,3
2025-11-06,Залужний Валерій,voenkor,1
2025-11-06,Буданов Кирило,voenkor,2
2025-11-06,Умеров Рустем,state media,1
2025-11-06,Кривонос Сергій,voenkor,1
2025-11-06,Прокопенко Денис,other,1
2025-11-06,Стефанчук Руслан,other,2
2025-11-06,Мураєв Євген,other,1
2025-11-06,Подоляк Михайло,other,5
2025-11-06,Білецький Андрій,other,1
2025-11-06,Верещук Ірина,other,1
2025-11-06,Карась Євген,other,2
2025-11-06,Гордон Дмитро,other,1
2025-11-06,Яценюк Арсеній,other,2
2025-11-06,Кім Віталій,other,3
2025-11-06,Кулеба Дмитро,other,5
2025-11-06,Береза Борислав,other,3
2025-11-06,Разумков Дмитро,other,3
2025-11-06,Кривонос Сергій,other,1
2025-11-06,Давидюк Микола,other,2
2025-11-06,Вілкул Олександр,other,4
2025-11-06,Ляшко Олег,other,2
2025-11-07,Буданов Кирило,other,17
2025-11-07,Зеленський Володимир,other,663
2025-11-07,Кулеба Дмитро,other,9
2025-11-07,Гетманцев Данило,other,28
2025-11-07,Свириденко Юлія,other,95
2025-11-07,Яценюк Арсеній,other,4
2025-11-07,Терехов Ігор,other,13
2025-11-07,Кличко Віталій,other,28
2025-11-07,Железняк Ярослав,other,43
2025-11-07,Зеленський Володимир,voenkor,8
2025-11-07,Буданов Кирило,voenkor,2
2025-11-07,Малюк Василь,other,24
2025-11-07,Усик Олександр,other,15
2025-11-07,Безугла Мар'яна,other,4
2025-11-07,Порошенко Петро,other,5
2025-11-07,Арестович Олексій,other,1
2025-11-07,Залужний Валерій,other,11
2025-11-07,Подоляк Михайло,other,8
2025-11-07,Умеров Рустем,other,9
2025-11-07,Маркус Валерій,other,9
2025-11-07,Зеленський Володимир,state media,6
2025-11-07,Буданов Кирило,state media,1
2025-11-07,Усик Олександр,voenkor,1
2025-11-07,Притула Сергій,other,22
2025-11-07,Умеров Рустем,voenkor,1
2025-11-07,Зеленський Володимир,RU gov official,2
2025-11-07,Бровді Роберт,other,6
2025-11-07,Прокопенко Денис,other,1
2025-11-07,Карась Євген,other,2
2025-11-07,Луценко Юрій,state media,1
2025-11-07,Білецький Андрій,other,1
2025-11-07,Кривонос Сергій,other,3
2025-11-07,Бутусов Юрій,other,4
2025-11-07,Гордон Дмитро,other,1
2025-11-07,Тимошенко Юлія,other,1
2025-11-07,Берлінська Марія,other,1
2025-11-07,Вілкул Олександр,other,3
2025-11-07,Береза Борислав,other,1
2025-11-07,Стефанчук Руслан,other,6
2025-11-07,Ляшко Олег,other,1
2025-11-07,Кузик Петро,other,1
2025-11-07,Портніков Віталій,other,3
2025-11-07,Кім Віталій,other,1
2025-11-08,Зеленський Володимир,other,314
2025-11-08,Кулеба Дмитро,state media,1
2025-11-08,Умеров Рустем,state media,1
2025-11-08,Зеленський Володимир,state media,8
2025-11-08,Кулеба Дмитро,other,11
2025-11-08,Зеленський Володимир,voenkor,17
2025-11-08,Зеленський Володимир,RU gov official,1
2025-11-08,Умеров Рустем,other,6
2025-11-08,Буданов Кирило,other,12
2025-11-08,Терехов Ігор,other,18
2025-11-08,Усик Олександр,other,17
2025-11-08,Берлінська Марія,other,5
2025-11-08,Порошенко Петро,other,3
2025-11-08,Кличко Віталій,other,22
2025-11-08,Подоляк Михайло,voenkor,3
2025-11-08,Умеров Рустем,voenkor,1
2025-11-08,Маркус Валерій,other,4
2025-11-08,Умеров Рустем,RU gov official,2
2025-11-08,Свириденко Юлія,other,8
2025-11-08,Притула Сергій,other,12
2025-11-08,Залужний Валерій,other,6
2025-11-08,Верещук Ірина,other,2
2025-11-08,Яценюк Арсеній,voenkor,1
2025-11-08,Малюк Василь,other,5
2025-11-08,Берлінська Марія,voenkor,1
2025-11-08,Подоляк Михайло,other,12
2025-11-08,Портніков Віталій,other,3
2025-11-08,Тимошенко Юлія,other,2
2025-11-08,Стефанчук Руслан,other,1
2025-11-08,Кривонос Сергій,other,2
2025-11-08,Гетманцев Данило,other,43
2025-11-08,Прокопенко Денис,other,1
2025-11-08,Береза Борислав,other,3
2025-11-08,Давидюк Микола,other,1
2025-11-08,Бровді Роберт,other,1
2025-11-08,Лаченков Ігор,other,1
2025-11-08,Арестович Олексій,other,2
2025-11-08,Безугла Мар'яна,other,1
2025-11-08,Бутусов Юрій,other,1
2025-11-08,Вілкул Олександр,other,2
2025-11-08,Разумков Дмитро,other,3
2025-11-09,Зеленський Володимир,voenkor,19
2025-11-09,Зеленський Володимир,other,606
2025-11-09,Усик Олександр,other,20
2025-11-09,Берлінська Марія,other,7
2025-11-09,Тимошенко Юлія,other,8
2025-11-09,Зеленський Володимир,state media,14
2025-11-09,Порошенко Петро,voenkor,1
2025-11-09,Береза Борислав,voenkor,1
2025-11-09,Залужний Валерій,other,9
2025-11-09,Ляшко Олег,other,10
2025-11-09,Арестович Олексій,other,1
2025-11-09,Порошенко Петро,other,16
2025-11-09,Подоляк Михайло,other,2
2025-11-09,Кулеба Дмитро,other,14
2025-11-09,Умеров Рустем,other,2
2025-11-09,Бровді Роберт,other,3
2025-11-09,Железняк Ярослав,other,4
2025-11-09,Береза Борислав,other,10
2025-11-09,Кличко Віталій,other,2
2025-11-09,Гетманцев Данило,other,7
2025-11-09,Малюк Василь,other,7
2025-11-09,Разумков Дмитро,other,3
2025-11-09,Притула Сергій,other,5
2025-11-09,Терехов Ігор,other,5
2025-11-09,Гордон Дмитро,other,2
2025-11-09,Буданов Кирило,other,2
2025-11-09,Безугла Мар'яна,other,2
2025-11-09,Бутусов Юрій,other,1
2025-11-09,Стефанчук Руслан,other,3
2025-11-09,Мураєв Євген,other,1
2025-11-09,Вілкул Олександр,other,1
2025-11-09,Портніков Віталій,other,3
2025-11-09,Стерненко Сергій,other,1
2025-11-10,Зеленський Володимир,voenkor,2
2025-11-10,Зеленський Володимир,other,571
2025-11-10,Подоляк Михайло,voenkor,1
2025-11-10,Железняк Ярослав,other,120
2025-11-10,Залужний Валерій,other,67
2025-11-10,Умеров Рустем,other,2
2025-11-10,Порошенко Петро,other,33
2025-11-10,Терехов Ігор,other,9
2025-11-10,Яценюк Арсеній,other,14
2025-11-10,Порошенко Петро,state media,1
2025-11-10,Зеленський Володимир,state media,5
2025-11-10,Железняк Ярослав,state media,2
2025-11-10,Бровді Роберт,other,2
2025-11-10,Кличко Віталій,other,6
2025-11-10,Стефанчук Руслан,other,3
2025-11-10,Разумков Дмитро,other,13
2025-11-10,Тимошенко Юлія,other,4
2025-11-10,Вілкул Олександр,other,3
2025-11-10,Кулеба Дмитро,other,6
2025-11-10,Безугла Мар'яна,other,10
2025-11-10,Білецький Андрій,other,1
2025-11-10,Буданов Кирило,other,6
2025-11-10,Усик Олександр,other,3
2025-11-10,Малюк Василь,other,15
2025-11-10,Свириденко Юлія,other,10
2025-11-10,Арестович Олексій,other,1
2025-11-10,Стерненко Сергій,other,1
2025-11-10,Притула Сергій,other,19
2025-11-10,Береза Борислав,other,4
2025-11-10,Лаченков Ігор,other,1
2025-11-10,Портніков Віталій,other,2
2025-11-11,Зеленський Володимир,other,510
2025-11-11,Порошенко Петро,other,22
2025-11-11,Умеров Рустем,other,77
2025-11-11,Безугла Мар'яна,other,5
2025-11-11,Свириденко Юлія,other,92
2025-11-11,Кличко Віталій,other,12
2025-11-11,Железняк Ярослав,other,56
2025-11-11,Берлінська Марія,other,20
2025-11-11,Буданов Кирило,other,13
2025-11-11,Терехов Ігор,other,29
2025-11-11,Зеленський Володимир,state media,3
2025-11-11,Маркус Валерій,other,1
2025-11-11,Залужний Валерій,other,11
2025-11-11,Малюк Василь,other,11
2025-11-11,Зеленський Володимир,voenkor,2
2025-11-11,Умеров Рустем,voenkor,1
2025-11-11,Стефанчук Руслан,voenkor,1
2025-11-11,Стерненко Сергій,other,24
2025-11-11,Тимошенко Юлія,other,11
2025-11-11,Гетманцев Данило,other,1
2025-11-11,Кривонос Сергій,other,9
2025-11-11,Притула Сергій,other,28
2025-11-11,Стефанчук Руслан,other,3
2025-11-11,Разумков Дмитро,other,4
2025-11-11,Гордон Дмитро,other,1
2025-11-11,Мураєв Євген,other,1
2025-11-11,Арахамія Давид,other,1
2025-11-11,Усик Олександр,other,3
2025-11-11,Кулеба Дмитро,other,4
2025-11-11,Яценюк Арсеній,other,2
2025-11-11,Береза Борислав,other,3
2025-11-11,Білецький Андрій,other,1
2025-11-11,Бойко Юрій,other,3
2025-11-11,Бровді Роберт,other,1
2025-11-11,Вілкул Олександр,other,4
2025-11-11,Портніков Віталій,other,5
2025-11-11,Арестович Олексій,other,1
2025-11-12,Свириденко Юлія,other,319
2025-11-12,Зеленський Володимир,other,658
2025-11-12,Зеленський Володимир,voenkor,3
2025-11-12,Кличко Віталій,other,115
2025-11-12,Умеров Рустем,other,39
2025-11-12,Терехов Ігор,other,59
2025-11-12,Усик Олександр,other,10
2025-11-12,Железняк Ярослав,other,43
2025-11-12,Берлінська Марія,other,5
2025-11-12,Зеленський Володимир,state media,3
2025-11-12,Умеров Рустем,state media,2
2025-11-12,Свириденко Юлія,state media,1
2025-11-12,Кулеба Дмитро,other,2
2025-11-12,Залужний Валерій,other,12
2025-11-12,Порошенко Петро,other,14
2025-11-12,Тимошенко Юлія,other,8
2025-11-12,Буданов Кирило,other,37
2025-11-12,Стефанчук Руслан,other,4
2025-11-12,Разумков Дмитро,other,7
2025-11-12,Гетманцев Данило,other,5
2025-11-12,Стерненко Сергій,other,33
2025-11-12,Притула Сергій,other,42
2025-11-12,Кривонос Сергій,other,10
2025-11-12,Подоляк Михайло,other,2
2025-11-12,Безугла Мар'яна,other,4
2025-11-12,Малюк Василь,other,10
2025-11-12,Кротевич Богдан,other,1
2025-11-12,Федоров Михайло,other,2
2025-11-12,Лаченков Ігор,other,1
2025-11-12,Береза Борислав,other,3
2025-11-12,Луценко Юрій,other,2
2025-11-12,Верещук Ірина,other,1
2025-11-12,Бровді Роберт,other,1
2025-11-12,Вілкул Олександр,other,2
2025-11-12,Білецький Андрій,other,1
2025-11-12,Портніков Віталій,other,4
2025-11-12,Арестович Олексій,other,1
2025-11-13,Зеленський Володимир,state media,10
2025-11-13,Зеленський Володимир,other,1143
2025-11-13,Прокопенко Денис,other,1
2025-11-13,Подоляк Михайло,other,39
2025-11-13,Свириденко Юлія,other,165
2025-11-13,Умеров Рустем,other,27
2025-11-13,Берлінська Марія,other,9
2025-11-13,Мураєв Євген,other,2
2025-11-13,Железняк Ярослав,other,25
2025-11-13,Усик Олександр,other,14
2025-11-13,Кличко Віталій,other,137
2025-11-13,Залужний Валерій,other,11
2025-11-13,Порошенко Петро,other,19
2025-11-13,Арестович Олексій,other,5
2025-11-13,Кулеба Дмитро,other,7
2025-11-13,Малюк Василь,other,15
2025-11-13,Зеленський Володимир,voenkor,2
2025-11-13,Умеров Рустем,voenkor,1
2025-11-13,Подоляк Михайло,voenkor,1
2025-11-13,Гетманцев Данило,other,2
2025-11-13,Терехов Ігор,other,10
2025-11-13,Ляшко Олег,other,2
2025-11-13,Безугла Мар'яна,other,25
2025-11-13,Кривонос Сергій,other,10
2025-11-13,Портніков Віталій,other,3
2025-11-13,Бровді Роберт,other,12
2025-11-13,Буданов Кирило,other,10
2025-11-13,Притула Сергій,other,25
2025-11-13,Федоров Михайло,other,10
2025-11-13,Гордон Дмитро,other,1
2025-11-13,Тимошенко Юлія,other,3
2025-11-13,Стефанчук Руслан,other,1
2025-11-13,Разумков Дмитро,other,4
2025-11-13,Береза Борислав,other,3
2025-11-13,Луценко Юрій,other,1
2025-11-13,Білецький Андрій,other,3
2025-11-13,Стерненко Сергій,other,3
2025-11-13,Вілкул Олександр,other,3
2025-11-13,Маркус Валерій,other,2
2025-11-13,Карась Євген,other,1
2025-11-14,Зеленський Володимир,voenkor,46
2025-11-14,Порошенко Петро,voenkor,3
2025-11-14,Зеленський Володимир,other,1175
2025-11-14,Кривонос Сергій,other,19
2025-11-14,Буданов Кирило,state media,1
2025-11-14,Порошенко Петро,other,19
2025-11-14,Тимошенко Юлія,other,5
2025-11-14,Зеленський Володимир,state media,25
2025-11-14,Ляшко Олег,other,4
2025-11-14,Кулеба Дмитро,other,6
2025-11-14,Безугла Мар'яна,voenkor,3
2025-11-14,Гетманцев Данило,voenkor,2
2025-11-14,Кличко Віталій,other,274
2025-11-14,Малюк Василь,other,78
2025-11-14,Умеров Рустем,other,21
2025-11-14,Арестович Олексій,other,2
2025-11-14,Зеленський Володимир,RU gov official,3
2025-11-14,Безугла Мар'яна,other,61
2025-11-14,Свириденко Юлія,other,47
2025-11-14,Подоляк Михайло,state media,1
2025-11-14,Карась Євген,other,4
2025-11-14,Залужний Валерій,other,8
2025-11-14,Мураєв Євген,other,2
2025-11-14,Малюк Василь,voenkor,1
2025-11-14,Буданов Кирило,voenkor,12
2025-11-14,Буданов Кирило,other,20
2025-11-14,Порошенко Петро,state media,1
2025-11-14,Железняк Ярослав,other,9
2025-11-14,Терехов Ігор,other,9
2025-11-14,Подоляк Михайло,voenkor,5
2025-11-14,Усик Олександр,other,10
2025-11-14,Гетманцев Данило,other,12
2025-11-14,Подоляк Михайло,other,12
2025-11-14,Яценюк Арсеній,RU gov official,1
2025-11-14,Залужний Валерій,voenkor,1
2025-11-14,Кличко Віталій,voenkor,2
2025-11-14,Тимошенко Юлія,voenkor,1
2025-11-14,Берлінська Марія,other,4
2025-11-14,Кличко Віталій,state media,2
2025-11-14,Притула Сергій,other,10
2025-11-14,Портніков Віталій,other,3
2025-11-14,Стерненко Сергій,other,2
2025-11-14,Стефанчук Руслан,other,2
2025-11-14,Арахамія Давид,other,1
2025-11-14,Федоров Михайло,other,1
2025-11-14,Луценко Юрій,other,3
2025-11-14,Береза Борислав,other,1
2025-11-14,Давидюк Микола,other,1
2025-11-14,Вілкул Олександр,other,4
2025-11-15,Зеленський Володимир,voenkor,15
2025-11-15,Подоляк Михайло,voenkor,2
2025-11-15,Зеленський Володимир,state media,12
2025-11-15,Зеленський Володимир,other,624
2025-11-15,Стерненко Сергій,other,66
2025-11-15,Свириденко Юлія,other,56
2025-11-15,Железняк Ярослав,other,4
2025-11-15,Стерненко Сергій,voenkor,1
2025-11-15,Берлінська Марія,other,25
2025-11-15,Умеров Рустем,other,47
2025-11-15,Кривонос Сергій,other,18
2025-11-15,Подоляк Михайло,other,65
2025-11-15,Буданов Кирило,other,17
2025-11-15,Стерненко Сергій,state media,1
2025-11-15,Кулеба Дмитро,other,8
2025-11-15,Залужний Валерій,other,5
2025-11-15,Умеров Рустем,voenkor,1
2025-11-15,Тимошенко Юлія,voenkor,1
2025-11-15,Притула Сергій,other,9
2025-11-15,Порошенко Петро,other,12
2025-11-15,Свириденко Юлія,state media,2
2025-11-15,Умеров Рустем,state media,1
2025-11-15,Чмут Тарас,other,1
2025-11-15,Терехов Ігор,other,3
2025-11-15,Арестович Олексій,other,4
2025-11-15,Усик Олександр,other,4
2025-11-15,Кличко Віталій,other,8
2025-11-15,Гордон Дмитро,other,2
2025-11-15,Гетманцев Данило,other,8
2025-11-15,Портніков Віталій,other,4
2025-11-15,Бутусов Юрій,other,1
2025-11-15,Федоров Михайло,other,8
2025-11-15,Кузик Петро,other,2
2025-11-15,Малюк Василь,other,3
2025-11-15,Береза Борислав,other,3
2025-11-15,Безугла Мар'яна,other,4
2025-11-15,Тимошенко Юлія,other,1
2025-11-15,Верещук Ірина,other,1
2025-11-15,Стефанчук Руслан,other,1
2025-11-15,Вілкул Олександр,other,2
2025-11-15,Ляшко Олег,other,1
2025-11-16,Зеленський Володимир,voenkor,17
2025-11-16,Зеленський Володимир,other,802
2025-11-16,Гетманцев Данило,other,46
2025-11-16,Умеров Рустем,state media,1
2025-11-16,Железняк Ярослав,voenkor,1
2025-11-16,Умеров Рустем,voenkor,1
2025-11-16,Терехов Ігор,other,56
2025-11-16,Железняк Ярослав,other,38
2025-11-16,Федоров Михайло,other,17
2025-11-16,Свириденко Юлія,other,43
2025-11-16,Кулеба Дмитро,other,2
2025-11-16,Зеленський Володимир,state media,10
2025-11-16,Умеров Рустем,other,18
2025-11-16,Подоляк Михайло,state media,2
2025-11-16,Залужний Валерій,state media,1
2025-11-16,Железняк Ярослав,state media,1
2025-11-16,Арестович Олексій,other,1
2025-11-16,Кличко Віталій,other,7
2025-11-16,Усик Олександр,other,4
2025-11-16,Порошенко Петро,voenkor,1
2025-11-16,Подоляк Михайло,voenkor,1
2025-11-16,Стерненко Сергій,other,11
