date,politician,mentions
2023-05-29,Порошенко Петро,1
2023-05-29,Умеров Рустем,1
2023-05-29,Подоляк Михайло,3
2023-05-30,Зеленський Володимир,24
2023-05-30,Кличко Віталій,16
2023-05-30,Залужний Валерій,16
2023-05-30,Железняк Ярослав,3
2023-05-30,Подоляк Михайло,2
2023-05-30,Притула Сергій,2
2023-05-30,Усик Олександр,1
2023-05-30,Арестович Олексій,1
2023-05-31,Усик Олександр,3
2023-05-31,Порошенко Петро,2
2023-05-31,Зеленський Володимир,22
2023-05-31,Арестович Олексій,2
2023-05-31,Буданов Кирило,14
2023-05-31,Залужний Валерій,1
2023-05-31,Бутусов Юрій,4
2023-06-01,Зеленський Володимир,15
2023-06-01,Кличко Віталій,4
2023-06-01,Залужний Валерій,2
2023-06-01,Буданов Кирило,2
2023-06-02,Кличко Віталій,12
2023-06-02,Зеленський Володимир,15
2023-06-02,Буданов Кирило,4
2023-06-02,Тимошенко Юлія,1
2023-06-02,Білецький Андрій,1
2023-06-03,Зеленський Володимир,27
2023-06-03,Тимошенко Юлія,1
2023-06-03,Залужний Валерій,5
2023-06-03,Буданов Кирило,5
2023-06-03,Кличко Віталій,4
2023-06-03,Порошенко Петро,1
2023-06-03,Кулеба Дмитро,2
2023-06-03,Подоляк Михайло,1
2023-06-04,Стефанчук Руслан,2
2023-06-04,Зеленський Володимир,8
2023-06-04,Кличко Віталій,1
2023-06-04,Подоляк Михайло,1
2023-06-04,Порошенко Петро,1
2023-06-04,Арестович Олексій,2
2023-06-04,Притула Сергій,13
2023-06-05,Кличко Віталій,8
2023-06-05,Зеленський Володимир,26
2023-06-05,Кулеба Дмитро,3
2023-06-05,Порошенко Петро,2
2023-06-05,Тимошенко Юлія,2
2023-06-05,Разумков Дмитро,1
2023-06-05,Арестович Олексій,1
2023-06-05,Подоляк Михайло,1
2023-06-05,Буданов Кирило,4
2023-06-05,Залужний Валерій,3
2023-06-06,Зеленський Володимир,30
2023-06-06,Подоляк Михайло,7
2023-06-06,Порошенко Петро,1
2023-06-06,Вілкул Олександр,1
2023-06-06,Кличко Віталій,3
2023-06-06,Притула Сергій,2
2023-06-06,Арестович Олексій,2
2023-06-06,Железняк Ярослав,1
2023-06-06,Кулеба Дмитро,1
2023-06-06,Буданов Кирило,2
2023-06-06,Залужний Валерій,1
2023-06-07,Зеленський Володимир,38
2023-06-07,Кличко Віталій,8
2023-06-07,Порошенко Петро,1
2023-06-07,Малюк Василь,2
2023-06-07,Залужний Валерій,1
2023-06-07,Притула Сергій,5
2023-06-08,Зеленський Володимир,27
2023-06-08,Буданов Кирило,2
2023-06-08,Порошенко Петро,1
2023-06-08,Вілкул Олександр,2
2023-06-08,Кличко Віталій,10
2023-06-08,Притула Сергій,1
2023-06-08,Ляшко Олег,2
2023-06-08,Яценюк Арсеній,1
2023-06-08,Кулеба Дмитро,1
2023-06-08,Бутусов Юрій,1
2023-06-09,Арестович Олексій,5
2023-06-09,Кличко Віталій,3
2023-06-09,Маркус Валерій,4
2023-06-09,Зеленський Володимир,5
2023-06-09,Порошенко Петро,3
2023-06-09,Яценюк Арсеній,2
2023-06-09,Залужний Валерій,2
2023-06-09,Буданов Кирило,2
2023-06-09,Малюк Василь,1
2023-06-09,Стерненко Сергій,7
2023-06-10,Зеленський Володимир,13
2023-06-10,Стефанчук Руслан,4
2023-06-10,Ляшко Олег,2
2023-06-10,Залужний Валерій,2
2023-06-10,Кличко Віталій,1
2023-06-10,Буданов Кирило,1
2023-06-10,Арестович Олексій,1
2023-06-10,Кім Віталій,1
2023-06-11,Зеленський Володимир,10
2023-06-11,Буданов Кирило,5
2023-06-11,Залужний Валерій,1
2023-06-12,Зеленський Володимир,27
2023-06-12,Железняк Ярослав,2
2023-06-12,Кличко Віталій,2
2023-06-12,Буданов Кирило,3
2023-06-12,Карась Євген,1
2023-06-12,Тимошенко Юлія,3
2023-06-12,Порошенко Петро,1
2023-06-12,Стефанчук Руслан,1
2023-06-12,Прокопенко Денис,1
2023-06-13,Маркус Валерій,3
2023-06-13,Зеленський Володимир,12
2023-06-13,Залужний Валерій,3
2023-06-13,Вілкул Олександр,5
2023-06-13,Порошенко Петро,3
2023-06-13,Буданов Кирило,1
2023-06-13,Кличко Віталій,6
2023-06-13,Усик Олександр,2
2023-06-13,Верещук Ірина,1
2023-06-13,Малюк Василь,1
2023-06-13,Стефанчук Руслан,1
2023-06-13,Терехов Ігор,1
2023-06-14,Зеленський Володимир,7
2023-06-14,Буданов Кирило,15
2023-06-14,Свириденко Юлія,1
2023-06-14,Залужний Валерій,9
2023-06-14,Чмут Тарас,4
2023-06-14,Притула Сергій,1
2023-06-14,Кличко Віталій,2
2023-06-14,Вілкул Олександр,8
2023-06-14,Порошенко Петро,1
2023-06-14,Разумков Дмитро,1
2023-06-15,Зеленський Володимир,16
2023-06-15,Кличко Віталій,5
2023-06-15,Тимошенко Юлія,2
2023-06-15,Залужний Валерій,6
2023-06-15,Буданов Кирило,10
2023-06-15,Порошенко Петро,3
2023-06-15,Подоляк Михайло,3
2023-06-15,Берлінська Марія,1
2023-06-15,Яценюк Арсеній,1
2023-06-15,Бутусов Юрій,1
2023-06-16,Залужний Валерій,4
2023-06-16,Буданов Кирило,4
2023-06-16,Зеленський Володимир,56
2023-06-16,Кличко Віталій,11
2023-06-16,Кулеба Дмитро,15
2023-06-16,Ляшко Олег,1
2023-06-16,Берлінська Марія,1
2023-06-16,Порошенко Петро,1
2023-06-17,Порошенко Петро,1
2023-06-17,Зеленський Володимир,9
2023-06-17,Подоляк Михайло,1
2023-06-17,Залужний Валерій,2
2023-06-17,Буданов Кирило,2
2023-06-17,Притула Сергій,5
2023-06-18,Зеленський Володимир,7
2023-06-18,Залужний Валерій,5
2023-06-18,Буданов Кирило,6
2023-06-18,Тимошенко Юлія,1
2023-06-18,Стефанчук Руслан,1
2023-06-18,Маркус Валерій,1
2023-06-18,Терехов Ігор,1
2023-06-18,Подоляк Михайло,1
2023-06-19,Зеленський Володимир,9
2023-06-19,Подоляк Михайло,3
2023-06-19,Залужний Валерій,9
2023-06-19,Буданов Кирило,7
2023-06-19,Порошенко Петро,2
2023-06-19,Кличко Віталій,3
2023-06-19,Свириденко Юлія,2
2023-06-19,Тимошенко Юлія,2
2023-06-20,Зеленський Володимир,8
2023-06-20,Буданов Кирило,22
2023-06-20,Залужний Валерій,4
2023-06-20,Терехов Ігор,1
2023-06-21,Буданов Кирило,13
2023-06-21,Зеленський Володимир,16
2023-06-21,Малюк Василь,1
2023-06-21,Порошенко Петро,1
2023-06-21,Кривонос Сергій,1
2023-06-21,Кличко Віталій,4
2023-06-21,Залужний Валерій,1
2023-06-22,Зеленський Володимир,57
2023-06-22,Кулеба Дмитро,3
2023-06-22,Кім Віталій,1
2023-06-22,Буданов Кирило,16
2023-06-22,Подоляк Михайло,15
2023-06-22,Кличко Віталій,6
2023-06-22,Залужний Валерій,1
2023-06-22,Железняк Ярослав,1
2023-06-22,Притула Сергій,1
2023-06-22,Тимошенко Юлія,1
2023-06-23,Залужний Валерій,7
2023-06-23,Арахамія Давид,3
2023-06-23,Зеленський Володимир,46
2023-06-23,Карась Євген,1
2023-06-23,Кличко Віталій,3
2023-06-23,Притула Сергій,2
2023-06-23,Арестович Олексій,1
2023-06-23,Подоляк Михайло,2
2023-06-23,Бутусов Юрій,1
2023-06-23,Буданов Кирило,7
2023-06-24,Зеленський Володимир,37
2023-06-24,Подоляк Михайло,4
2023-06-24,Білецький Андрій,1
2023-06-24,Буданов Кирило,4
2023-06-24,Залужний Валерій,1
2023-06-24,Усик Олександр,2
2023-06-24,Арестович Олексій,2
2023-06-24,Яценюк Арсеній,1
2023-06-24,Кличко Віталій,1
2023-06-24,Притула Сергій,7
2023-06-25,Кулеба Дмитро,2
2023-06-25,Буданов Кирило,9
2023-06-25,Зеленський Володимир,5
2023-06-25,Порошенко Петро,1
2023-06-25,Білецький Андрій,1
2023-06-25,Притула Сергій,1
2023-06-25,Берлінська Марія,2
2023-06-25,Карась Євген,1
2023-06-25,Тимошенко Юлія,1
2023-06-26,Зеленський Володимир,12
2023-06-26,Порошенко Петро,2
2023-06-26,Кличко Віталій,2
2023-06-26,Буданов Кирило,1
2023-06-26,Усик Олександр,1
2023-06-26,Стефанчук Руслан,1
2023-06-27,Зеленський Володимир,12
2023-06-27,Кличко Віталій,5
2023-06-27,Залужний Валерій,8
2023-06-27,Буданов Кирило,8
2023-06-27,Малюк Василь,7
2023-06-28,Маркус Валерій,4
2023-06-28,Зеленський Володимир,54
2023-06-28,Порошенко Петро,4
2023-06-28,Кулеба Дмитро,2
2023-06-28,Залужний Валерій,1
2023-06-28,Малюк Василь,2
2023-06-28,Разумков Дмитро,1
2023-06-28,Притула Сергій,1
2023-06-28,Кличко Віталій,1
2023-06-28,Буданов Кирило,1
2023-06-29,Зеленський Володимир,27
2023-06-29,Буданов Кирило,7
2023-06-29,Маркус Валерій,3
2023-06-29,Ляшко Олег,2
2023-06-29,Гетманцев Данило,3
2023-06-29,Арахамія Давид,1
2023-06-29,Подоляк Михайло,14
2023-06-29,Тимошенко Юлія,1
2023-06-29,Кличко Віталій,1
2023-06-29,Стефанчук Руслан,1
2023-06-30,Зеленський Володимир,31
2023-06-30,Маркус Валерій,1
2023-06-30,Бутусов Юрій,1
2023-06-30,Буданов Кирило,13
2023-06-30,Залужний Валерій,13
2023-06-30,Порошенко Петро,1
2023-06-30,Железняк Ярослав,1
2023-06-30,Тимошенко Юлія,1
2023-06-30,Кулеба Дмитро,1
2023-07-01,Зеленський Володимир,43
2023-07-01,Маркус Валерій,1
2023-07-01,Залужний Валерій,1
2023-07-01,Буданов Кирило,2
2023-07-01,Терехов Ігор,1
2023-07-01,Бутусов Юрій,1
2023-07-02,Зеленський Володимир,18
2023-07-02,Порошенко Петро,1
2023-07-02,Залужний Валерій,3
2023-07-02,Буданов Кирило,1
2023-07-02,Умеров Рустем,1
2023-07-02,Притула Сергій,1
2023-07-03,Усик Олександр,1
2023-07-03,Зеленський Володимир,11
2023-07-03,Подоляк Михайло,3
2023-07-03,Порошенко Петро,1
2023-07-03,Залужний Валерій,2
2023-07-03,Малюк Василь,1
2023-07-03,Притула Сергій,1
2023-07-03,Кличко Віталій,7
2023-07-04,Зеленський Володимир,23
2023-07-04,Арестович Олексій,7
2023-07-04,Подоляк Михайло,3
2023-07-04,Кулеба Дмитро,4
2023-07-04,Арахамія Давид,2
2023-07-04,Тимошенко Юлія,1
2023-07-04,Железняк Ярослав,1
2023-07-04,Буданов Кирило,1
2023-07-04,Порошенко Петро,1
2023-07-04,Кличко Віталій,1
2023-07-04,Залужний Валерій,3
2023-07-04,Притула Сергій,1
2023-07-05,Арестович Олексій,4
2023-07-05,Зеленський Володимир,13
2023-07-05,Луценко Юрій,2
2023-07-05,Маркус Валерій,1
2023-07-05,Кім Віталій,1
2023-07-05,Залужний Валерій,2
2023-07-05,Подоляк Михайло,1
2023-07-05,Стефанчук Руслан,2
2023-07-05,Стерненко Сергій,2
2023-07-05,Кличко Віталій,1
2023-07-06,Зеленський Володимир,26
2023-07-06,Буданов Кирило,8
2023-07-06,Усик Олександр,1
2023-07-06,Гетманцев Данило,2
2023-07-06,Кличко Віталій,9
2023-07-06,Малюк Василь,1
2023-07-06,Порошенко Петро,1
2023-07-06,Тимошенко Юлія,1
2023-07-07,Залужний Валерій,7
2023-07-07,Буданов Кирило,3
2023-07-07,Зеленський Володимир,17
2023-07-07,Тимошенко Юлія,1
2023-07-08,Буданов Кирило,3
2023-07-08,Залужний Валерій,7
2023-07-08,Зеленський Володимир,46
2023-07-08,Прокопенко Денис,10
2023-07-08,Бутусов Юрій,1
2023-07-08,Подоляк Михайло,2
2023-07-08,Арестович Олексій,1
2023-07-08,Терехов Ігор,1
2023-07-09,Зеленський Володимир,86
2023-07-09,Кличко Віталій,1
2023-07-09,Залужний Валерій,1
2023-07-09,Прокопенко Денис,2
2023-07-09,Арестович Олексій,1
2023-07-10,Буданов Кирило,2
2023-07-10,Зеленський Володимир,15
2023-07-10,Кличко Віталій,3
2023-07-10,Кулеба Дмитро,2
2023-07-10,Кім Віталій,7
2023-07-11,Зеленський Володимир,48
2023-07-11,Маркус Валерій,2
2023-07-11,Буданов Кирило,3
2023-07-11,Подоляк Михайло,1
2023-07-11,Кличко Віталій,1
2023-07-11,Тимошенко Юлія,1
2023-07-11,Залужний Валерій,1
2023-07-11,Железняк Ярослав,1
2023-07-11,Кулеба Дмитро,1
2023-07-11,Арестович Олексій,1
2023-07-12,Зеленський Володимир,154
2023-07-12,Кличко Віталій,1
2023-07-12,Ляшко Олег,1
2023-07-12,Кулеба Дмитро,3
2023-07-12,Залужний Валерій,24
2023-07-12,Подоляк Михайло,1
2023-07-12,Арахамія Давид,3
2023-07-12,Тимошенко Юлія,2
2023-07-12,Буданов Кирило,1
2023-07-12,Прокопенко Денис,1
2023-07-12,Арестович Олексій,1
2023-07-13,Зеленський Володимир,125
2023-07-13,Порошенко Петро,2
2023-07-13,Тимошенко Юлія,4
2023-07-13,Стефанчук Руслан,1
2023-07-13,Железняк Ярослав,2
2023-07-13,Кличко Віталій,1
2023-07-13,Арахамія Давид,1
2023-07-13,Кулеба Дмитро,1
2023-07-13,Берлінська Марія,15
2023-07-13,Арестович Олексій,1
2023-07-14,Кличко Віталій,13
2023-07-14,Залужний Валерій,9
2023-07-14,Буданов Кирило,9
2023-07-14,Зеленський Володимир,19
2023-07-14,Кулеба Дмитро,1
2023-07-14,Усик Олександр,13
2023-07-14,Подоляк Михайло,1
2023-07-14,Железняк Ярослав,1
2023-07-14,Маркус Валерій,1
2023-07-15,Верещук Ірина,2
2023-07-15,Зеленський Володимир,27
2023-07-15,Залужний Валерій,3
2023-07-15,Усик Олександр,21
2023-07-16,Усик Олександр,1
2023-07-16,Кличко Віталій,1
2023-07-16,Зеленський Володимир,10
2023-07-16,Арестович Олексій,3
2023-07-16,Прокопенко Денис,4
2023-07-16,Залужний Валерій,3
2023-07-16,Свириденко Юлія,1
2023-07-16,Порошенко Петро,1
2023-07-17,Зеленський Володимир,14
2023-07-17,Арахамія Давид,2
2023-07-17,Терехов Ігор,3
2023-07-17,Кличко Віталій,5
2023-07-17,Порошенко Петро,1
2023-07-17,Буданов Кирило,6
2023-07-17,Арестович Олексій,1
2023-07-17,Кулеба Дмитро,2
2023-07-17,Малюк Василь,2
2023-07-17,Залужний Валерій,1
2023-07-17,Тимошенко Юлія,1
2023-07-18,Малюк Василь,3
2023-07-18,Кличко Віталій,2
2023-07-18,Зеленський Володимир,8
2023-07-18,Кривонос Сергій,1
2023-07-18,Порошенко Петро,1
2023-07-18,Притула Сергій,1
2023-07-19,Зеленський Володимир,26
2023-07-19,Буданов Кирило,6
2023-07-19,Кличко Віталій,1
2023-07-19,Притула Сергій,4
2023-07-19,Арестович Олексій,2
2023-07-20,Зеленський Володимир,16
2023-07-20,Кличко Віталій,3
2023-07-20,Тимошенко Юлія,1
2023-07-20,Кулеба Дмитро,1
2023-07-20,Залужний Валерій,1
2023-07-21,Зеленський Володимир,27
2023-07-21,Буданов Кирило,4
2023-07-21,Залужний Валерій,3
2023-07-21,Стефанчук Руслан,1
2023-07-21,Кличко Віталій,2
2023-07-21,Железняк Ярослав,14
2023-07-21,Притула Сергій,2
2023-07-22,Зеленський Володимир,8
2023-07-22,Буданов Кирило,1
2023-07-22,Притула Сергій,1
2023-07-22,Чмут Тарас,1
2023-07-22,Малюк Василь,4
2023-07-23,Залужний Валерій,1
2023-07-23,Зеленський Володимир,19
2023-07-23,Буданов Кирило,3
2023-07-23,Притула Сергій,3
2023-07-23,Кулеба Дмитро,1
2023-07-23,Берлінська Марія,6
2023-07-23,Бутусов Юрій,3
2023-07-24,Зеленський Володимир,16
2023-07-24,Свириденко Юлія,1
2023-07-24,Буданов Кирило,1
2023-07-25,Зеленський Володимир,13
2023-07-25,Арахамія Давид,2
2023-07-25,Мураєв Євген,2
2023-07-25,Кличко Віталій,2
2023-07-25,Стефанчук Руслан,1
2023-07-25,Тимошенко Юлія,1
2023-07-25,Гордон Дмитро,1
2023-07-25,Кулеба Дмитро,1
2023-07-25,Буданов Кирило,1
2023-07-25,Берлінська Марія,1
2023-07-26,Зеленський Володимир,21
2023-07-26,Малюк Василь,6
2023-07-26,Залужний Валерій,1
2023-07-26,Тимошенко Юлія,2
2023-07-26,Стефанчук Руслан,1
2023-07-26,Яценюк Арсеній,1
2023-07-26,Порошенко Петро,1
2023-07-26,Усик Олександр,1
2023-07-27,Зеленський Володимир,25
2023-07-27,Чмут Тарас,3
2023-07-27,Кличко Віталій,1
2023-07-27,Арахамія Давид,2
2023-07-27,Железняк Ярослав,6
2023-07-27,Залужний Валерій,3
2023-07-27,Порошенко Петро,1
2023-07-27,Подоляк Михайло,1
2023-07-27,Разумков Дмитро,2
2023-07-27,Притула Сергій,1
2023-07-27,Прокопенко Денис,1
2023-07-28,Буданов Кирило,4
2023-07-28,Зеленський Володимир,21
2023-07-28,Стефанчук Руслан,2
2023-07-28,Подоляк Михайло,3
2023-07-28,Железняк Ярослав,3
2023-07-28,Тимошенко Юлія,3
2023-07-28,Арахамія Давид,1
2023-07-28,Портніков Віталій,1
2023-07-28,Кулеба Дмитро,1
2023-07-28,Арестович Олексій,1
2023-07-29,Подоляк Михайло,6
2023-07-29,Зеленський Володимир,11
2023-07-29,Арестович Олексій,10
2023-07-29,Залужний Валерій,2
2023-07-29,Тимошенко Юлія,2
2023-07-29,Усик Олександр,1
2023-07-30,Буданов Кирило,1
2023-07-30,Кличко Віталій,1
2023-07-30,Арестович Олексій,2
2023-07-30,Зеленський Володимир,12
2023-07-30,Терехов Ігор,1
2023-07-30,Притула Сергій,1
2023-07-30,Стерненко Сергій,1
2023-07-31,Зеленський Володимир,11
2023-07-31,Прокопенко Денис,1
2023-07-31,Кулеба Дмитро,3
2023-07-31,Гетманцев Данило,1
2023-07-31,Вілкул Олександр,1
2023-07-31,Стефанчук Руслан,2
2023-07-31,Чмут Тарас,1
2023-07-31,Порошенко Петро,1
2023-07-31,Подоляк Михайло,1
2023-08-01,Зеленський Володимир,11
2023-08-01,Буданов Кирило,3
2023-08-01,Залужний Валерій,3
2023-08-01,Стефанчук Руслан,2
2023-08-01,Кулеба Дмитро,2
2023-08-01,Железняк Ярослав,1
2023-08-01,Порошенко Петро,1
2023-08-01,Подоляк Михайло,2
2023-08-01,Безугла Мар'яна,1
2023-08-01,Тимошенко Юлія,1
2023-08-02,Зеленський Володимир,26
2023-08-02,Порошенко Петро,1
2023-08-02,Буданов Кирило,1
2023-08-02,Малюк Василь,2
2023-08-02,Усик Олександр,1
2023-08-03,Подоляк Михайло,2
2023-08-03,Зеленський Володимир,3
2023-08-03,Арахамія Давид,3
2023-08-03,Кличко Віталій,3
2023-08-03,Порошенко Петро,1
2023-08-04,Верещук Ірина,2
2023-08-04,Зеленський Володимир,10
2023-08-04,Малюк Василь,11
2023-08-04,Арахамія Давид,3
2023-08-04,Железняк Ярослав,1
2023-08-04,Кличко Віталій,3
2023-08-04,Умеров Рустем,1
2023-08-04,Залужний Валерій,1
2023-08-04,Прокопенко Денис,1
2023-08-05,Зеленський Володимир,39
2023-08-05,Малюк Василь,3
2023-08-05,Буданов Кирило,1
2023-08-05,Прокопенко Денис,1
2023-08-06,Стерненко Сергій,1
2023-08-06,Зеленський Володимир,7
2023-08-06,Порошенко Петро,4
2023-08-06,Буданов Кирило,4
2023-08-06,Подоляк Михайло,3
2023-08-06,Тимошенко Юлія,2
2023-08-06,Залужний Валерій,1
2023-08-07,Зеленський Володимир,57
2023-08-07,Буданов Кирило,2
2023-08-07,Гетманцев Данило,1
2023-08-07,Порошенко Петро,2
2023-08-07,Маркус Валерій,1
2023-08-07,Малюк Василь,1
2023-08-07,Подоляк Михайло,4
2023-08-08,Зеленський Володимир,10
2023-08-08,Арахамія Давид,4
2023-08-08,Буданов Кирило,2
2023-08-08,Железняк Ярослав,3
2023-08-08,Залужний Валерій,1
2023-08-08,Кличко Віталій,2
2023-08-08,Притула Сергій,1
2023-08-08,Разумков Дмитро,1
2023-08-08,Подоляк Михайло,1
2023-08-08,Порошенко Петро,1
2023-08-09,Зеленський Володимир,9
2023-08-09,Железняк Ярослав,2
2023-08-09,Ляшко Олег,3
2023-08-09,Порошенко Петро,1
2023-08-09,Буданов Кирило,1
2023-08-09,Тимошенко Юлія,1
2023-08-09,Арахамія Давид,1
2023-08-10,Зеленський Володимир,5
2023-08-10,Кулеба Дмитро,3
2023-08-10,Стерненко Сергій,1
2023-08-10,Чмут Тарас,6
2023-08-10,Залужний Валерій,2
2023-08-10,Арахамія Давид,3
2023-08-10,Железняк Ярослав,1
2023-08-10,Малюк Василь,1
2023-08-10,Порошенко Петро,1
2023-08-10,Кличко Віталій,1
2023-08-11,Арестович Олексій,3
2023-08-11,Кличко Віталій,5
2023-08-11,Залужний Валерій,4
2023-08-11,Зеленський Володимир,38
2023-08-11,Железняк Ярослав,1
2023-08-11,Терехов Ігор,1
2023-08-11,Порошенко Петро,2
2023-08-11,Прокопенко Денис,1
2023-08-12,Кулеба Дмитро,4
2023-08-12,Зеленський Володимир,23
2023-08-12,Железняк Ярослав,2
2023-08-12,Усик Олександр,2
2023-08-12,Кличко Віталій,1
2023-08-12,Арестович Олексій,2
2023-08-12,Берлінська Марія,1
2023-08-12,Давидюк Микола,1
2023-08-12,Терехов Ігор,1
2023-08-13,Зеленський Володимир,19
2023-08-13,Верещук Ірина,1
2023-08-13,Берлінська Марія,1
2023-08-13,Буданов Кирило,1
2023-08-13,Усик Олександр,1
2023-08-13,Подоляк Михайло,15
2023-08-14,Зеленський Володимир,11
2023-08-14,Кличко Віталій,3
2023-08-14,Кривонос Сергій,1
2023-08-14,Притула Сергій,1
2023-08-15,Верещук Ірина,5
2023-08-15,Железняк Ярослав,3
2023-08-15,Зеленський Володимир,16
2023-08-15,Порошенко Петро,1
2023-08-15,Кличко Віталій,1
2023-08-15,Тимошенко Юлія,1
2023-08-15,Арестович Олексій,1
2023-08-15,Стерненко Сергій,1
2023-08-15,Малюк Василь,1
2023-08-16,Малюк Василь,9
2023-08-16,Залужний Валерій,1
2023-08-16,Зеленський Володимир,8
2023-08-16,Кулеба Дмитро,1
2023-08-16,Верещук Ірина,1
2023-08-16,Подоляк Михайло,1
2023-08-16,Кличко Віталій,1
2023-08-16,Порошенко Петро,16
2023-08-17,Зеленський Володимир,14
2023-08-17,Арестович Олексій,5
2023-08-17,Кулеба Дмитро,4
2023-08-17,Терехов Ігор,1
2023-08-17,Железняк Ярослав,3
2023-08-17,Кличко Віталій,1
2023-08-17,Порошенко Петро,1
2023-08-18,Гетманцев Данило,3
2023-08-18,Железняк Ярослав,2
2023-08-18,Буданов Кирило,1
2023-08-18,Арестович Олексій,5
2023-08-18,Зеленський Володимир,18
2023-08-18,Кличко Віталій,1
2023-08-18,Кривонос Сергій,1
2023-08-18,Порошенко Петро,8
2023-08-18,Кулеба Дмитро,1
2023-08-19,Малюк Василь,8
2023-08-19,Зеленський Володимир,17
2023-08-19,Порошенко Петро,1
2023-08-19,Кулеба Дмитро,1
2023-08-19,Берлінська Марія,3
2023-08-19,Стефанчук Руслан,1
2023-08-20,Кулеба Дмитро,2
2023-08-20,Зеленський Володимир,62
2023-08-20,Берлінська Марія,1
2023-08-20,Арестович Олексій,1
2023-08-20,Ляшко Олег,1
2023-08-21,Зеленський Володимир,16
2023-08-21,Порошенко Петро,1
2023-08-21,Кличко Віталій,1
2023-08-21,Кулеба Дмитро,1
2023-08-21,Малюк Василь,1
2023-08-21,Усик Олександр,1
2023-08-21,Стерненко Сергій,1
2023-08-21,Притула Сергій,1
2023-08-21,Давидюк Микола,1
2023-08-21,Прокопенко Денис,1
2023-08-22,Зеленський Володимир,5
2023-08-22,Буданов Кирило,8
2023-08-22,Тимошенко Юлія,1
2023-08-22,Железняк Ярослав,4
2023-08-22,Разумков Дмитро,1
2023-08-22,Залужний Валерій,15
2023-08-22,Стерненко Сергій,1
2023-08-22,Терехов Ігор,1
2023-08-22,Арестович Олексій,7
2023-08-22,Притула Сергій,1
2023-08-23,Бутусов Юрій,4
2023-08-23,Зеленський Володимир,36
2023-08-23,Железняк Ярослав,2
2023-08-23,Подоляк Михайло,15
2023-08-23,Залужний Валерій,1
2023-08-23,Разумков Дмитро,1
2023-08-23,Притула Сергій,2
2023-08-23,Буданов Кирило,1
2023-08-24,Буданов Кирило,12
2023-08-24,Зеленський Володимир,19
2023-08-24,Залужний Валерій,10
2023-08-24,Бутусов Юрій,1
2023-08-24,Железняк Ярослав,1
2023-08-24,Малюк Василь,2
2023-08-24,Арестович Олексій,1
2023-08-25,Тимошенко Юлія,3
2023-08-25,Буданов Кирило,10
2023-08-25,Зеленський Володимир,22
2023-08-25,Арестович Олексій,1
2023-08-25,Умеров Рустем,1
2023-08-25,Верещук Ірина,1
2023-08-25,Притула Сергій,1
2023-08-25,Залужний Валерій,1
2023-08-26,Залужний Валерій,22
2023-08-26,Усик Олександр,20
2023-08-26,Зеленський Володимир,26
2023-08-26,Буданов Кирило,6
2023-08-26,Арестович Олексій,3
2023-08-26,Подоляк Михайло,3
2023-08-26,Притула Сергій,1
2023-08-26,Тимошенко Юлія,1
2023-08-26,Кличко Віталій,1
2023-08-27,Усик Олександр,7
2023-08-27,Зеленський Володимир,17
2023-08-27,Буданов Кирило,5
2023-08-27,Залужний Валерій,2
2023-08-27,Порошенко Петро,1
2023-08-27,Притула Сергій,1
2023-08-27,Кличко Віталій,1
2023-08-27,Арестович Олексій,1
2023-08-27,Бутусов Юрій,1
2023-08-27,Тимошенко Юлія,1
2023-08-28,Подоляк Михайло,7
2023-08-28,Малюк Василь,3
2023-08-28,Зеленський Володимир,35
2023-08-28,Кривонос Сергій,3
2023-08-28,Буданов Кирило,1
2023-08-28,Кулеба Дмитро,1
2023-08-28,Усик Олександр,1
2023-08-28,Залужний Валерій,1
2023-08-28,Притула Сергій,1
2023-08-29,Зеленський Володимир,8
2023-08-29,Портніков Віталій,1
2023-08-29,Подоляк Михайло,3
2023-08-29,Порошенко Петро,1
2023-08-29,Кривонос Сергій,2
2023-08-29,Усик Олександр,2
2023-08-29,Притула Сергій,1
2023-08-29,Арестович Олексій,1
2023-08-29,Буданов Кирило,1
2023-08-30,Зеленський Володимир,11
2023-08-30,Кулеба Дмитро,3
2023-08-30,Кличко Віталій,2
2023-08-30,Разумков Дмитро,1
2023-08-30,Подоляк Михайло,1
2023-08-30,Усик Олександр,1
2023-08-30,Буданов Кирило,1
2023-08-30,Залужний Валерій,1
2023-08-30,Берлінська Марія,1
2023-08-30,Умеров Рустем,1
2023-08-30,Тимошенко Юлія,1
2023-08-31,Арахамія Давид,6
2023-08-31,Умеров Рустем,3
2023-08-31,Железняк Ярослав,3
2023-08-31,Зеленський Володимир,44
2023-08-31,Буданов Кирило,4
2023-08-31,Верещук Ірина,4
2023-08-31,Кулеба Дмитро,5
2023-08-31,Усик Олександр,1
2023-08-31,Порошенко Петро,1
2023-08-31,Кривонос Сергій,1
2023-08-31,Залужний Валерій,5
2023-09-01,Подоляк Михайло,2
2023-09-01,Буданов Кирило,14
2023-09-01,Зеленський Володимир,12
2023-09-01,Железняк Ярослав,8
2023-09-01,Порошенко Петро,2
2023-09-01,Залужний Валерій,1
2023-09-01,Арестович Олексій,1
2023-09-01,Стерненко Сергій,1
2023-09-01,Берлінська Марія,1
2023-09-01,Усик Олександр,1
2023-09-01,Прокопенко Денис,1
2023-09-01,Умеров Рустем,7
2023-09-02,Умеров Рустем,1
2023-09-02,Арестович Олексій,2
2023-09-02,Вілкул Олександр,2
2023-09-02,Зеленський Володимир,8
2023-09-02,Железняк Ярослав,1
2023-09-02,Мураєв Євген,1
